,time,open,high,low,close,tick_volume,spread,real_volume
36,1671796800,1.06098,1.06267,1.06051,1.06212,10965,0,0
37,1671807600,1.06213,1.0633,1.0592,1.06137,36343,0,0
38,1671818400,1.06137,1.063,1.06061,1.06095,16118,0,0
39,1671829200,1.06084,1.06227,1.06053,1.06163,5548,13,0
40,1672045200,1.06282,1.06308,1.06141,1.06222,1393,14,0
41,1672056000,1.06222,1.0627,1.06161,1.06188,978,14,0
42,1672066800,1.06188,1.06324,1.06188,1.06237,798,14,0
43,1672077600,1.06237,1.06301,1.06228,1.06263,525,32,0
44,1672088400,1.06265,1.06366,1.06249,1.06352,1172,5,0
45,1672099200,1.06356,1.06457,1.06277,1.06425,3377,0,0
46,1672110000,1.0643,1.06604,1.06351,1.06395,4323,1,0
47,1672120800,1.06395,1.06648,1.06385,1.06639,3535,0,0
48,1672131600,1.06641,1.06676,1.06382,1.06604,8875,0,0
49,1672142400,1.06607,1.06696,1.06318,1.06349,7906,0,0
50,1672153200,1.06351,1.06545,1.06116,1.06499,17338,0,0
51,1672164000,1.06498,1.06605,1.06335,1.06488,10373,0,0
52,1672174800,1.06488,1.06564,1.06354,1.0639,7615,0,0
53,1672185600,1.06389,1.06424,1.06243,1.06278,4077,1,0
54,1672196400,1.0628,1.06425,1.06267,1.06373,6919,0,0
55,1672207200,1.06374,1.06522,1.0636,1.06462,5908,0,0
56,1672218000,1.06458,1.06546,1.06278,1.06371,12393,0,0
57,1672228800,1.06371,1.06578,1.06293,1.06462,12486,0,0
58,1672239600,1.06462,1.06744,1.06115,1.06188,21828,0,0
59,1672250400,1.0619,1.06358,1.06128,1.062,13125,0,0
60,1672261200,1.062,1.06275,1.06063,1.06115,7614,0,0
61,1672272000,1.06091,1.06373,1.06055,1.06342,3972,0,0
62,1672282800,1.06342,1.06342,1.06198,1.06228,5416,0,0
63,1672293600,1.06231,1.06287,1.0611,1.06143,4496,0,0
64,1672304400,1.06136,1.06583,1.06119,1.06564,11471,0,0
65,1672315200,1.06564,1.06566,1.06315,1.06525,11541,0,0
66,1672326000,1.06525,1.06701,1.06362,1.0667,26888,0,0
67,1672336800,1.0667200000000001,1.06904,1.06567,1.0675,16817,0,0
68,1672347600,1.06749,1.06793,1.06598,1.0661,8758,0,0
69,1672358400,1.06607,1.06684,1.06541,1.06683,3381,1,0
70,1672369200,1.0668,1.06695,1.06547,1.0659,5655,0,0
71,1672380000,1.06585,1.06592,1.06404,1.06444,6405,0,0
72,1672390800,1.06444,1.06747,1.06386,1.06546,15326,0,0
73,1672401600,1.06548,1.06987,1.0653299999999999,1.06722,15360,0,0
74,1672412400,1.06721,1.07012,1.0645,1.06723,31055,0,0
75,1672423200,1.06723,1.0713300000000001,1.06707,1.07023,23346,0,0
76,1672434000,1.0701,1.07087,1.06916,1.06976,11491,13,0
77,1672639200,1.07016,1.07017,1.06754,1.06935,894,1,0
78,1672650000,1.06916,1.07005,1.06636,1.06784,5236,0,0
79,1672660800,1.06788,1.06898,1.06749,1.0682,2268,0,0
80,1672671600,1.06821,1.06863,1.06585,1.06603,3728,0,0
81,1672682400,1.06602,1.06696,1.0651,1.06526,2957,0,0
82,1672693200,1.06525,1.06727,1.06499,1.06665,1658,0,0
83,1672704000,1.06642,1.0683,1.06493,1.06706,5812,1,0
84,1672714800,1.06705,1.06784,1.06503,1.06724,11551,0,0
85,1672725600,1.06724,1.06802,1.06516,1.06522,9571,0,0
86,1672736400,1.06523,1.06588,1.05339,1.05476,29913,0,0
87,1672747200,1.05479,1.05551,1.05196,1.05357,19519,0,0
88,1672758000,1.05356,1.05974,1.05305,1.05555,30718,0,0
89,1672768800,1.05554,1.05609,1.05372,1.05567,19414,0,0
90,1672779600,1.05567,1.05689,1.05459,1.0547,12703,0,0
91,1672790400,1.05465,1.05612,1.05402,1.05579,9461,1,0
92,1672801200,1.05583,1.05698,1.05569,1.05686,6832,0,0
93,1672812000,1.05687,1.0578400000000001,1.05594,1.05701,7579,0,0
94,1672822800,1.05692,1.06354,1.0567,1.06109,27550,0,0
95,1672833600,1.06109,1.06244,1.05987,1.06071,16320,0,0
96,1672844400,1.06075,1.06286,1.05812,1.06034,33655,0,0
97,1672855200,1.06034,1.06208,1.05928,1.05991,19542,0,0
98,1672866000,1.05992,1.06103,1.05851,1.0603,19712,0,0
99,1672876800,1.06015,1.06311,1.05973,1.06289,6130,0,0
100,1672887600,1.06289,1.06315,1.06061,1.06069,9225,1,0
101,1672898400,1.06068,1.062,1.06017,1.06034,7416,0,0
102,1672909200,1.06027,1.06291,1.05902,1.06235,19808,0,0
103,1672920000,1.06238,1.0626,1.05982,1.05995,14381,0,0
104,1672930800,1.05995,1.06083,1.0515,1.05185,37280,0,0
105,1672941600,1.05185,1.05433,1.05173,1.0536,20383,0,0
106,1672952400,1.05362,1.05387,1.05152,1.05207,11600,0,0
107,1672963200,1.05205,1.05312,1.05178,1.0529,6029,0,0
108,1672974000,1.05292,1.05362,1.05225,1.05321,7096,0,0
109,1672984800,1.05317,1.05345,1.05104,1.05127,6481,0,0
110,1672995600,1.05124,1.0531,1.04968,1.05075,18571,0,0
111,1673006400,1.05075,1.05161,1.04832,1.04946,14268,0,0
112,1673017200,1.04947,1.06125,1.04865,1.06019,43359,0,0
113,1673028000,1.06018,1.06437,1.0596700000000001,1.06378,20285,0,0
114,1673038800,1.06378,1.06481,1.06378,1.06427,9925,0,0
115,1673222400,1.06394,1.06675,1.0636,1.06612,5658,0,0
116,1673233200,1.06613,1.0677699999999999,1.06551,1.06675,9906,1,0
117,1673244000,1.06673,1.06863,1.06667,1.06818,6631,0,0
118,1673254800,1.06819,1.06997,1.06599,1.06724,21400,0,0
119,1673265600,1.06727,1.06937,1.06614,1.0688900000000001,15015,0,0
120,1673276400,1.0688900000000001,1.07493,1.06853,1.07403,25851,0,0
121,1673287200,1.07403,1.07607,1.0737700000000001,1.07433,17838,0,0
122,1673298000,1.07431,1.07539,1.07301,1.07318,12987,0,0
123,1673308800,1.07293,1.07382,1.07204,1.07275,7195,1,0
124,1673319600,1.07274,1.07425,1.07212,1.07324,8697,0,0
125,1673330400,1.07325,1.07441,1.07262,1.07341,6584,0,0
126,1673341200,1.07346,1.07518,1.07222,1.07461,18064,0,0
127,1673352000,1.07461,1.07461,1.07154,1.0719400000000001,13745,0,0
128,1673362800,1.07195,1.07593,1.07121,1.07277,30235,0,0
129,1673373600,1.07277,1.0743800000000001,1.07242,1.0738,18460,0,0
130,1673384400,1.07381,1.07441,1.07306,1.07334,8879,0,0
131,1673395200,1.07329,1.07451,1.07307,1.07451,6019,0,0
132,1673406000,1.07451,1.07451,1.07252,1.07334,5440,0,0
133,1673416800,1.0734,1.07568,1.0732,1.07459,4648,0,0
134,1673427600,1.07459,1.07575,1.0725500000000001,1.07417,16673,0,0
135,1673438400,1.07417,1.07555,1.07282,1.07407,13492,0,0
136,1673449200,1.07407,1.07765,1.07393,1.0755,21812,0,0
137,1673460000,1.07551,1.07671,1.0735,1.07533,14486,0,0
138,1673470800,1.07533,1.07638,1.07477,1.07556,7643,0,0
139,1673481600,1.07535,1.07746,1.0749,1.07611,6901,1,0
140,1673492400,1.07612,1.07712,1.07605,1.07686,6514,0,0
141,1673503200,1.07686,1.07752,1.07567,1.07574,6068,0,0
142,1673514000,1.07571,1.07735,1.07427,1.0765500000000001,15937,0,0
143,1673524800,1.07654,1.07685,1.07518,1.07629,13569,0,0
144,1673535600,1.07628,1.08386,1.07302,1.0807,51390,0,0
145,1673546400,1.08069,1.0867,1.08025,1.08557,27989,0,0
146,1673557200,1.08557,1.08561,1.08397,1.08515,12870,0,0
147,1673568000,1.08497,1.08678,1.08385,1.08522,7314,0,0
148,1673578800,1.08522,1.08563,1.08314,1.08454,8792,0,0
149,1673589600,1.08454,1.0851,1.08319,1.08451,7243,0,0
150,1673600400,1.08453,1.08645,1.08332,1.08426,21190,0,0
151,1673611200,1.08425,1.08518,1.08034,1.08119,17006,0,0
152,1673622000,1.0812,1.08388,1.07805,1.08296,28541,0,0
153,1673632800,1.08294,1.08346,1.08012,1.08312,16095,0,0
154,1673643600,1.08312,1.08358,1.08267,1.08323,7672,0,0
155,1673827200,1.08295,1.08442,1.08193,1.08416,5599,1,0
156,1673838000,1.08416,1.08742,1.08405,1.086,8727,0,0
157,1673848800,1.086,1.08639,1.0836,1.08395,5701,0,0
158,1673859600,1.08395,1.08424,1.08016,1.0821,16861,0,0
159,1673870400,1.0821,1.08367,1.08145,1.08153,10704,0,0
160,1673881200,1.08152,1.08293,1.0806,1.08252,11544,0,0
161,1673892000,1.08253,1.08267,1.08109,1.08129,5065,0,0
162,1673902800,1.0813,1.08247,1.08125,1.0821,1570,0,0
163,1673913600,1.08197,1.08337,1.08162,1.08287,5889,0,0
164,1673924400,1.08287,1.08327,1.0806,1.08251,7779,0,0
165,1673935200,1.08251,1.08356,1.08136,1.08146,5802,0,0
166,1673946000,1.08146,1.08388,1.0811,1.08172,18263,0,0
167,1673956800,1.08174,1.08578,1.08088,1.08529,17979,0,0
168,1673967600,1.08527,1.08694,1.07952,1.08017,32220,0,0
169,1673978400,1.08017,1.08092,1.07745,1.07953,15699,0,0
170,1673989200,1.07954,1.08038,1.07868,1.07876,10375,0,0
171,1674000000,1.07879,1.07932,1.07824,1.07843,4412,0,0
172,1674010800,1.07843,1.07993,1.07661,1.07731,16130,0,0
173,1674021600,1.07731,1.0791,1.07671,1.07895,12750,0,0
174,1674032400,1.07897,1.08715,1.07893,1.08699,26533,0,0
175,1674043200,1.08699,1.087,1.08114,1.0824,17491,0,0
176,1674054000,1.08237,1.08874,1.08223,1.08334,35491,0,0
177,1674064800,1.08334,1.08357,1.07868,1.07966,24021,0,0
178,1674075600,1.07966,1.07974,1.07872,1.07936,10959,0,0
179,1674086400,1.07903,1.07982,1.07863,1.07875,6722,1,0
180,1674097200,1.07875,1.08056,1.07822,1.08006,7027,0,0
181,1674108000,1.08005,1.08033,1.07908,1.07911,7266,0,0
182,1674118800,1.07914,1.08293,1.07825,1.08249,18064,0,0
183,1674129600,1.0825,1.08382,1.0805,1.0809,16164,0,0
184,1674140400,1.08092,1.08253,1.07836,1.07892,29083,0,0
185,1674151200,1.07892,1.08352,1.07874,1.08285,18248,0,0
186,1674162000,1.08285,1.08401,1.08212,1.08294,10436,0,0
187,1674172800,1.08291,1.08404,1.08264,1.08311,3385,0,0
188,1674183600,1.08314,1.0844,1.08281,1.08343,4888,0,0
189,1674194400,1.08343,1.08368,1.08238,1.08244,5236,0,0
190,1674205200,1.08247,1.08591,1.08207,1.0831,16059,0,0
191,1674216000,1.08311,1.08474,1.08141,1.08185,14617,0,0
192,1674226800,1.08185,1.08478,1.08024,1.0831,21772,0,0
193,1674237600,1.0831,1.08504,1.08273,1.08475,15221,0,0
194,1674248400,1.08476,1.08586,1.08457,1.08557,8240,0,0
195,1674432000,1.08622,1.08872,1.0859,1.08849,4476,0,0
196,1674442800,1.0884800000000001,1.0903,1.08806,1.08985,6152,0,0
197,1674453600,1.08986,1.0913,1.08874,1.09007,6858,0,0
198,1674464400,1.09007,1.09267,1.08923,1.09118,17338,0,0
199,1674475200,1.09118,1.0915300000000001,1.08669,1.08711,14906,0,0
200,1674486000,1.08714,1.08779,1.08464,1.08645,23759,0,0
201,1674496800,1.08645,1.0876,1.08567,1.08664,14513,0,0
202,1674507600,1.0866500000000001,1.08718,1.08478,1.08715,11277,0,0
203,1674518400,1.08705,1.08756,1.0867,1.0873599999999999,2807,0,0
204,1674529200,1.08737,1.0883,1.08718,1.08746,2978,0,0
205,1674540000,1.08746,1.08919,1.08694,1.08879,4202,0,0
206,1674550800,1.08879,1.0898,1.08519,1.08609,15861,0,0
207,1674561600,1.08605,1.08764,1.08522,1.08597,11765,0,0
208,1674572400,1.08598,1.08808,1.08352,1.08753,27410,0,0
209,1674583200,1.08753,1.08889,1.08671,1.08791,14392,0,0
210,1674594000,1.08792,1.0889,1.08741,1.08879,7277,0,0
211,1674604800,1.08856,1.08906,1.08791,1.08871,4447,0,0
212,1674615600,1.08871,1.09015,1.08842,1.08972,4763,0,0
213,1674626400,1.08973,1.09113,1.08919,1.09063,5098,0,0
214,1674637200,1.09064,1.09113,1.08676,1.08813,14509,0,0
215,1674648000,1.08814,1.08814,1.08574,1.08742,13334,0,0
216,1674658800,1.08739,1.09236,1.08646,1.09024,23910,0,0
217,1674669600,1.09021,1.09184,1.08742,1.09093,14366,0,0
218,1674680400,1.09093,1.09179,1.09065,1.09147,8771,0,0
219,1674691200,1.09152,1.09246,1.0909200000000001,1.09156,3231,0,0
220,1674702000,1.09159,1.09217,1.09071,1.09131,4956,0,0
221,1674712800,1.09131,1.09294,1.09089,1.09204,4384,0,0
222,1674723600,1.09204,1.0928,1.08926,1.08957,14756,0,0
223,1674734400,1.08957,1.0908,1.08869,1.0893,9488,0,0
224,1674745200,1.08929,1.09177,1.08509,1.08552,29178,0,0
225,1674756000,1.08552,1.08883,1.08506,1.08863,12580,0,0
226,1674766800,1.08863,1.08946,1.08823,1.08917,5811,0,0
227,1674777600,1.0890900000000001,1.09003,1.08849,1.08964,4062,0,0
228,1674788400,1.08961,1.08992,1.08706,1.0873599999999999,4870,0,0
229,1674799200,1.0873599999999999,1.0874,1.08657,1.08699,4588,0,0
230,1674810000,1.08697,1.08924,1.08658,1.08839,11493,0,0
231,1674820800,1.08839,1.08954,1.08663,1.08669,9000,0,0
232,1674831600,1.08668,1.08791,1.08378,1.08385,25319,0,0
233,1674842400,1.08385,1.08719,1.08381,1.0866,14142,0,0
234,1674853200,1.0866,1.08731,1.0864,1.08673,6263,0,0
235,1675036800,1.08618,1.08752,1.08579,1.08745,2680,0,0
236,1675047600,1.08745,1.08753,1.08613,1.08686,5605,0,0
237,1675058400,1.08685,1.08793,1.08583,1.08621,8369,0,0
238,1675069200,1.08619,1.09041,1.08531,1.09019,16083,0,0
239,1675080000,1.0902,1.09138,1.08907,1.09039,12288,0,0
240,1675090800,1.0904,1.09112,1.08676,1.08708,18751,0,0
241,1675101600,1.08708,1.08748,1.08502,1.08545,13350,0,0
242,1675112400,1.08546,1.08556,1.08393,1.085,7683,0,0
243,1675123200,1.0848,1.08572,1.08453,1.08539,4763,0,0
244,1675134000,1.0854,1.08601,1.08442,1.08446,4804,0,0
245,1675144800,1.08446,1.08469,1.08317,1.08395,4718,0,0
246,1675155600,1.08396,1.08498,1.08017,1.08296,16447,0,0
247,1675166400,1.08295,1.08388,1.08203,1.08262,11731,0,0
248,1675177200,1.08261,1.08646,1.08261,1.08597,27805,0,0
249,1675188000,1.08597,1.0875,1.08508,1.08724,13021,0,0
250,1675198800,1.08725,1.08741,1.08599,1.0861399999999999,7545,0,0
251,1675209600,1.08607,1.08654,1.08577,1.08624,2677,0,0
252,1675220400,1.08624,1.08637,1.08523,1.08628,3863,0,0
253,1675231200,1.08627,1.08769,1.08626,1.08697,3104,0,0
254,1675242000,1.08697,1.08886,1.08667,1.08833,13306,0,0
255,1675252800,1.08825,1.08979,1.08792,1.08914,9923,0,0
256,1675263600,1.08917,1.09247,1.08877,1.0919699999999999,21179,0,0
257,1675274400,1.0919699999999999,1.09241,1.09048,1.09162,11783,0,0
258,1675285200,1.09057,1.1001400000000001,1.08885,1.09886,35813,0,0
259,1675296000,1.0987,1.10329,1.09838,1.10188,7712,0,0
260,1675306800,1.1019,1.10213,1.10064,1.10176,7231,0,0
261,1675317600,1.10173,1.10255,1.10045,1.10052,6088,0,0
262,1675328400,1.10057,1.10148,1.09888,1.09987,15423,0,0
263,1675339200,1.09987,1.10043,1.09806,1.09842,17633,0,0
264,1675350000,1.09842,1.10039,1.08853,1.09369,37220,0,0
265,1675360800,1.09366,1.0949,1.09057,1.09193,15503,0,0
266,1675371600,1.09193,1.09225,1.09053,1.09099,15506,0,0
267,1675382400,1.09081,1.09115,1.08923,1.08974,3985,0,0
268,1675393200,1.08968,1.08996,1.08879,1.08939,5480,0,0
269,1675404000,1.08939,1.08999,1.08872,1.08984,4875,0,0
270,1675414800,1.08977,1.0931,1.0882,1.09301,15900,0,0
271,1675425600,1.09299,1.09371,1.09247,1.09328,11654,0,0
272,1675436400,1.09318,1.09402,1.08094,1.08584,43403,0,0
273,1675447200,1.08584,1.08617,1.08054,1.08119,20300,0,0
274,1675458000,1.08118,1.08146,1.07923,1.07932,10650,0,0
275,1675641600,1.078,1.07978,1.07786,1.07887,8522,0,0
276,1675652400,1.07885,1.07982,1.07822,1.07902,9056,0,0
277,1675663200,1.07902,1.07989,1.07865,1.07873,6393,0,0
278,1675674000,1.07873,1.07965,1.07652,1.07667,16892,0,0
279,1675684800,1.07667,1.07832,1.07568,1.07732,12738,0,0
280,1675695600,1.0773,1.07779,1.07221,1.07301,23152,0,0
281,1675706400,1.07303,1.07394,1.07095,1.07264,14036,0,0
282,1675717200,1.07263,1.07373,1.07185,1.07249,8285,0,0
283,1675728000,1.07242,1.07363,1.07203,1.07362,5068,0,0
284,1675738800,1.07365,1.07427,1.07336,1.07383,7432,0,0
285,1675749600,1.07382,1.0743800000000001,1.07286,1.07393,6818,0,0
286,1675760400,1.07392,1.07398,1.06971,1.0711,19904,0,0
287,1675771200,1.07109,1.07227,1.06982,1.07055,14911,0,0
288,1675782000,1.07053,1.07065,1.06692,1.06928,21667,0,0
289,1675792800,1.06928,1.07664,1.06874,1.0702099999999999,35582,0,0
290,1675803600,1.0702,1.07298,1.07014,1.07267,15775,0,0
291,1675814400,1.07233,1.07341,1.07182,1.07321,3317,0,0
292,1675825200,1.07318,1.0735,1.0723,1.07324,5613,0,0
293,1675836000,1.07323,1.07396,1.07272,1.07272,4345,0,0
294,1675846800,1.07272,1.07609,1.0724,1.07553,16408,0,0
295,1675857600,1.07553,1.07558,1.0733,1.07338,11135,0,0
296,1675868400,1.07338,1.07433,1.07137,1.07253,22515,0,0
297,1675879200,1.07253,1.07402,1.07187,1.0734,16330,0,0
298,1675890000,1.07341,1.07342,1.07094,1.07129,8492,0,0
299,1675900800,1.07095,1.0719,1.07083,1.07159,7014,0,0
300,1675911600,1.07159,1.07328,1.07093,1.07296,6031,0,0
301,1675922400,1.07296,1.07449,1.07268,1.07398,6595,0,0
302,1675933200,1.07398,1.0769,1.07241,1.07638,16389,0,0
303,1675944000,1.07638,1.07785,1.07587,1.07695,11911,0,0
304,1675954800,1.07694,1.07908,1.07616,1.07629,19970,0,0
305,1675965600,1.07628,1.07634,1.07378,1.07413,14253,0,0
306,1675976400,1.07413,1.07457,1.07317,1.07386,8508,0,0
307,1675987200,1.07361,1.0742,1.07257,1.07346,4192,0,0
308,1675998000,1.07346,1.07386,1.07175,1.07208,6509,0,0
309,1676008800,1.07208,1.07292,1.07173,1.07231,6483,0,0
310,1676019600,1.07231,1.07529,1.07042,1.07068,24231,0,0
311,1676030400,1.07067,1.07114,1.06813,1.06832,13003,0,0
312,1676041200,1.06832,1.07069,1.06746,1.06769,23100,0,0
313,1676052000,1.06771,1.0687,1.06664,1.06714,11273,0,0
314,1676062800,1.06714,1.06808,1.06683,1.06782,5317,0,0
315,1676246400,1.06803,1.06813,1.0668,1.06726,6159,0,0
316,1676257200,1.06726,1.0675,1.06555,1.06607,7745,0,0
317,1676268000,1.06608,1.06793,1.06607,1.06741,6131,0,0
318,1676278800,1.06741,1.0689899999999999,1.06633,1.06772,12687,0,0
319,1676289600,1.06772,1.06966,1.06734,1.06907,9145,0,0
320,1676300400,1.06907,1.07275,1.06761,1.07197,17102,0,0
321,1676311200,1.07198,1.073,1.07103,1.07279,9097,0,0
322,1676322000,1.07279,1.07283,1.07141,1.07243,5246,0,0
323,1676332800,1.07188,1.07368,1.07182,1.07334,3935,0,0
324,1676343600,1.07335,1.07358,1.07254,1.07345,6538,0,0
325,1676354400,1.07345,1.07431,1.0732,1.07392,5441,0,0
326,1676365200,1.07392,1.0767,1.07289,1.07615,13725,0,0
327,1676376000,1.07614,1.0768,1.07486,1.07581,11394,0,0
328,1676386800,1.0758,1.08045,1.07068,1.07158,49032,0,0
329,1676397600,1.07159,1.07454,1.07125,1.07317,24532,0,0
330,1676408400,1.07319,1.07424,1.07233,1.07352,9528,0,0
331,1676419200,1.0735999999999999,1.07402,1.0732,1.07381,4184,0,0
332,1676430000,1.07381,1.07445,1.07171,1.07181,7243,0,0
333,1676440800,1.07181,1.07211,1.07038,1.07074,6295,0,0
334,1676451600,1.07075,1.0729899999999999,1.07,1.07258,15953,0,0
335,1676462400,1.07257,1.07331,1.06969,1.06977,10129,0,0
336,1676473200,1.06974,1.0706,1.06652,1.06709,29752,0,0
